,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Forecasted_Sales,Deviation,Inventory_Status
8001,FDT21,7.42,0,0.020387989,247.1092,2004,4233.1564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4055.080256755021,178.076143244979,Excess Stock
8002,NCR38,17.25,0,0.113518466,253.5724,1997,5033.448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3990.352942546864,1043.0950574531362,Excess Stock
8003,FDJ22,18.75,0,0.052917345,190.6504,2002,1342.2528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2940.3524611360217,-1598.0996611360217,Out of Stock
8004,FDB57,20.25,1,0.018911474,220.5772,2007,2446.1492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3719.393977479177,-1273.2447774791772,Out of Stock
8005,FDR52,12.65,1,0.075981306,192.3846,1987,1910.846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3170.6900844537563,-1259.8440844537563,Out of Stock
8006,NCO41,12.5,0,0.018848862,96.7384,1997,2167.8448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1585.2916599947484,582.5531400052514,Excess Stock
8007,FDG47,12.8,0,0.116527666,261.4252,1998,262.3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2222.978750134087,-1960.653550134087,Out of Stock
8008,FDB44,6.655,0,0.0,212.4586,2007,2743.7618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3546.1473842583227,-802.3855842583225,Out of Stock
8009,FDY14,10.3,0,0.070040195,263.0226,1997,4229.1616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4054.1614633599866,175.0001366400138,Excess Stock
8010,NCN55,14.6,0,0.059827007,239.2538,2007,3605.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3877.8173043186925,-272.51030431869276,Out of Stock
8011,FDV48,9.195,1,0.051827123,77.4644,2009,1414.1592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1055.5911817185977,358.5680182814024,Excess Stock
8012,FDA21,13.65,0,0.03595391,185.2924,2004,3146.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3059.669998154607,86.90080184539283,Excess Stock
8013,FDZ27,7.935,0,0.017182935,51.235,1999,848.895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,861.6058539362602,-12.710853936260264,Out of Stock
8014,FDW58,20.75,0,0.007546808,104.1622,1987,1693.7952,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1737.719234636375,-43.92403463637493,Out of Stock
8015,FDH45,15.1,1,0.105831117,41.6796,1999,784.3124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,877.2313295066924,-92.9189295066924,Out of Stock
8016,FDH38,12.857645184135976,0,0.018275994,115.2808,1985,117.1808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-23.188996791461932,140.36979679146194,Excess Stock
8017,FDL43,10.1,0,0.027064381,76.367,1997,765.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1209.8706810977706,-444.2006810977706,Out of Stock
8018,FDD38,12.857645184135976,1,0.0,100.3674,1985,1833.6132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3163.020881803851,-1329.407681803851,Out of Stock
8019,FDV02,16.75,0,0.06063976,173.0106,1999,3593.3226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2750.796952293048,842.525647706952,Excess Stock
8020,NCF31,9.13,0,0.051847425,152.8024,1997,1214.4192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2441.584200321192,-1227.1650003211919,Out of Stock
8021,NCN05,8.235,0,0.014518575,182.195,2009,2380.235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2691.5926440863204,-311.3576440863203,Out of Stock
8022,FDZ16,16.85,1,0.159722816,194.1478,1987,5812.434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3148.782721168572,2663.651278831428,Excess Stock
8023,NCT18,12.857645184135976,0,0.05911748,181.5976,1985,4165.2448,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4330.176273203614,-164.93147320361368,Out of Stock
8024,NCP50,17.35,0,0.020555958,79.4618,2004,1772.3596,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1395.576907096956,376.7826929030441,Excess Stock
8025,FDW13,12.857645184135976,0,0.171383506,50.5324,1985,207.7296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1125.838071921289,1333.5676719212888,Excess Stock
8026,NCS53,14.5,0,0.090286009,159.9604,2007,2218.4456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2647.2092005767054,-428.76360057670536,Out of Stock
8027,DRG03,14.5,0,0.061986574,153.0998,1997,4921.5936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2313.4589452211403,2608.13465477886,Excess Stock
8028,DRE60,9.395,0,0.160235723,227.872,2007,1584.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3626.511635193946,-2041.907635193946,Out of Stock
8029,FDK21,7.905,0,0.010032624,248.3408,2002,751.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3891.9196804504827,-3140.897280450483,Out of Stock
8030,FDF52,12.857645184135976,0,0.116928924,183.3292,1985,364.8584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,947.9912601620181,-583.132860162018,Out of Stock
8031,NCN43,12.857645184135976,0,0.011835436,121.373,1985,246.346,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,45.6814162280632,200.6645837719368,Excess Stock
8032,FDW13,8.5,0,0.097884718,52.5324,1997,1194.4452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,843.9968312059318,350.4483687940683,Excess Stock
8033,FDW14,8.3,1,0.038204311,87.7198,2004,1831.6158,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1508.7942803501633,322.8215196498368,Excess Stock
8034,FDG24,7.975,0,0.014631149,84.525,1997,416.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1366.0907286959277,-949.9657286959277,Out of Stock
8035,FDR19,13.5,1,0.160044589,145.4102,2002,3499.4448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2310.3587349280747,1189.0860650719255,Excess Stock
8036,NCG06,12.857645184135976,0,0.02930277,256.1646,1985,5926.2858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5524.620234216059,401.665565783941,Excess Stock
8037,FDK10,5.785,1,0.040351229,181.366,2004,1977.426,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3084.0757680559445,-1106.6497680559446,Out of Stock
8038,DRK12,9.5,0,0.042123243,32.09,2007,432.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,591.3201570810081,-158.55015708100814,Out of Stock
8039,FDY55,16.75,0,0.081485126,258.0988,2002,8994.958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4051.282804881387,4943.675195118613,Excess Stock
8040,FDV04,12.857645184135976,1,0.149288779,158.4288,1985,2985.4472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3950.216966185735,-964.7697661857351,Out of Stock
8041,FDE23,17.6,1,0.0,46.006,1997,326.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,854.9156839922559,-528.673683992256,Out of Stock
8042,FDI08,18.2,1,0.066567121,250.2092,2009,2988.1104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3810.512152730675,-822.4017527306751,Out of Stock
8043,DRA12,11.6,0,0.068535039,143.0154,1998,283.6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,316.5424715680135,-32.9116715680135,Out of Stock
8044,FDF22,6.865,0,0.057062186,212.0218,2009,2350.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3097.4431974933077,-746.5033974933076,Out of Stock
8045,FDQ57,7.275,0,0.027991093,145.976,1999,3515.424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2446.788754153403,1068.6352458465972,Excess Stock
8046,FDP07,18.2,0,0.089901774,197.511,1997,392.822,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3142.971825851211,-2750.149825851211,Out of Stock
8047,DRE37,13.5,0,0.0,189.1872,2004,1890.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3119.3976921722515,-1228.5256921722514,Out of Stock
8048,DRF25,9.0,0,0.038892859,36.119,1987,1098.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,643.7394193890066,454.83058061099337,Excess Stock
8049,DRF03,19.1,0,0.045270426,38.8138,1987,731.0484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,596.0047479100106,135.04365208998945,Excess Stock
8050,FDN51,17.85,1,0.020942867,260.2936,2004,4175.8976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4316.098866294339,-140.2012662943389,Out of Stock
8051,FDD21,10.3,1,0.030693756,114.2176,2009,2175.8344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1691.1697223264414,484.6646776735588,Excess Stock
8052,NCY42,6.38,0,0.015162573,145.147,1997,3006.087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2343.7916092356154,662.2953907643846,Excess Stock
8053,FDH28,12.857645184135976,1,0.0,37.0506,1985,986.7156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2107.7567808097288,-1121.0411808097288,Out of Stock
8054,NCZ29,15.0,0,0.119461188,126.3362,1998,503.3448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,87.85173872927226,415.49306127072776,Excess Stock
8055,FDN60,15.1,0,0.095158081,159.2604,1997,2852.2872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2495.062721994147,357.22447800585314,Excess Stock
8056,NCW06,16.2,0,0.050545502,191.6162,2009,1731.7458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2790.7446589191695,-1058.9988589191696,Out of Stock
8057,NCS30,5.945,0,0.093405156,129.3652,2009,4391.6168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1800.6534894668252,2590.9633105331745,Excess Stock
8058,FDW26,11.8,1,0.179191782,224.2772,1998,667.1316,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1549.4740695889232,-882.3424695889231,Out of Stock
8059,FDQ01,19.7,1,0.160951491,256.1014,1999,3060.0168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4214.287782176661,-1154.2709821766607,Out of Stock
8060,FDH27,12.857645184135976,0,0.102157958,145.0128,1985,143.8128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,274.07570911374364,-130.26290911374363,Out of Stock
8061,NCX41,19.0,0,0.017791458,211.9244,2009,2117.244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3142.875638771711,-1025.6316387717106,Out of Stock
8062,FDH58,12.3,0,0.036997104,115.9834,1999,2073.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1959.895723798018,113.40547620198186,Excess Stock
8063,DRB25,12.3,0,0.116261335,107.0938,1998,214.3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-277.15122820098634,491.53882820098636,Excess Stock
8064,FDG45,8.1,0,0.12829573,210.4902,2002,5309.755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3288.1380700089658,2021.6169299910343,Excess Stock
8065,FDP11,15.85,0,0.069100548,216.6166,1997,4136.6154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3399.11186497616,737.5035350238395,Excess Stock
8066,FDV19,14.85,1,0.035257037,161.2578,1997,4171.9028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2679.412860522967,1492.4899394770327,Excess Stock
8067,FDT32,19.0,1,0.065633934,186.5214,1997,2261.0568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3056.655673370731,-795.5988733707313,Out of Stock
8068,NCU53,5.485,0,0.042743728,166.2842,2004,1989.4104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2814.6698690993526,-825.2594690993526,Out of Stock
8069,NCA30,19.0,0,0.129309277,188.8872,2004,3592.6568,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3087.414355645402,505.2424443545983,Excess Stock
8070,FDH20,16.1,1,0.0,98.441,2007,868.869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1804.4428374298654,-935.5738374298654,Out of Stock
8071,DRD25,6.135,0,0.0,114.286,1997,2376.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1815.921307690352,560.9846923096479,Excess Stock
8072,FDK25,11.6,1,0.156802171,168.0474,2004,4379.6324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2844.2331407757856,1535.3992592242148,Excess Stock
8073,FDF02,16.2,0,0.103634038,101.399,1999,1031.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1726.8754343913743,-694.8854343913742,Out of Stock
8074,FDC04,15.6,0,0.045055587,242.3854,1999,2416.854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3857.6439690744082,-1440.7899690744084,Out of Stock
8075,FDH21,10.395,0,0.031199028,159.4604,1987,316.9208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2983.070901231608,-2666.150101231608,Out of Stock
8076,DRG03,14.5,0,0.062239081,154.2998,2009,1691.7978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2078.298719920706,-386.5009199207059,Out of Stock
8077,NCY06,15.25,0,0.06153089,132.2968,2007,1696.4584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2204.7815735571994,-508.3231735571994,Out of Stock
8078,FDM08,10.1,1,0.053692878,222.9088,2002,5145.3024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3595.965522962427,1549.3368770375728,Excess Stock
8079,NCD31,12.1,0,0.01545846,166.0526,1999,3617.9572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2790.49235534948,827.4648446505198,Excess Stock
8080,FDU09,12.857645184135976,1,0.06627464,54.1956,1985,3002.758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2360.708222629083,642.0497773709167,Excess Stock
8081,FDB49,8.3,1,0.030274175,98.5384,2009,1872.2296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1401.343956208255,470.885643791745,Excess Stock
8082,FDQ58,7.315,0,0.015332872,154.034,2002,612.536,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2398.895615134562,-1786.3596151345619,Out of Stock
8083,FDJ58,15.6,1,0.10589167,172.6764,2007,2920.1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2868.66836388718,51.5304361128201,Excess Stock
8084,NCN30,12.857645184135976,0,0.016910914,96.641,1985,1544.656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3008.517399956999,-1463.8613999569989,Out of Stock
8085,FDA52,16.2,1,0.128621941,175.537,1999,3528.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2908.5052869423334,620.2347130576663,Excess Stock
8086,NCN42,12.857645184135976,0,0.014153743,145.6418,1985,3825.6868,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3784.7661681325653,40.92063186743462,Excess Stock
8087,FDF04,17.5,0,0.013637046,258.5304,1997,6199.9296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,4076.3397710337613,2123.589828966239,Excess Stock
8088,FDY15,18.25,1,0.171523928,155.863,2009,2346.945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2117.03659683013,229.90840316987033,Excess Stock
8089,FDT03,12.857645184135976,0,0.009950343,185.5608,1985,3307.6944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4383.867744720745,-1076.1733447207448,Out of Stock
8090,DRL59,12.857645184135976,0,0.037160705,54.2298,1985,161.7894,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-1005.2470171609741,1167.036417160974,Excess Stock
8091,FDW08,12.1,0,0.148986013,106.528,2009,1171.808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1429.5844915714274,-257.7764915714274,Out of Stock
8092,FDO50,16.25,0,0.078103689,91.1804,1987,1929.4884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1541.3900476732342,388.09835232676573,Excess Stock
8093,FDP26,7.785,0,0.140121306,102.5306,2009,1358.8978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1230.2912861955276,128.60651380447234,Excess Stock
8094,FDX01,10.1,0,0.040446145,118.115,1998,116.515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.6442799743831529,118.15927997438315,Excess Stock
8095,FDU22,12.35,0,0.093824276,119.9124,2007,2014.7108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1969.4767087042983,45.234091295701774,Excess Stock
8096,FDQ08,15.7,1,0.018926773,60.2536,2004,1163.8184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1220.1427600936117,-56.32436009361163,Out of Stock
8097,NCN54,20.35,0,0.021322439,79.1328,2004,1235.7248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1405.3488130316164,-169.6240130316164,Out of Stock
8098,FDR01,12.857645184135976,1,0.05336162,200.1742,1985,6171.3002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4713.758030516997,1457.542169483003,Excess Stock
8099,FDB53,12.857645184135976,0,0.138777108,147.5392,1985,5219.872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3707.195283211571,1512.676716788429,Excess Stock
8100,DRN47,12.1,0,0.016823566,178.566,2004,3775.086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2996.7620746970115,778.3239253029883,Excess Stock
8101,FDR39,20.35,0,0.083799283,184.1292,1997,2189.1504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2868.3553671673726,-679.2049671673726,Out of Stock
